monthly_allowance,distance_from_campus,accommodation_type,transport_type,meal_habits,outings_per_month,gaming_hours,club_events,mobile_data_usage,year_of_study,printing_frequency,predicted_spending
6916,14.7,hostel,public,mess,12,21,0,4.9,2,0,6697
22388,12.0,pg,walk,home,4,0,3,6.9,2,10,10982
21581,19.0,home,own_vehicle,cafe,3,15,4,1.9,4,7,11647
24657,29.4,rented,own_vehicle,cafe,3,14,4,2.9,3,27,14142
19527,0.8,hostel,walk,cafe,1,25,1,14.0,4,11,10136
4435,3.0,rented,own_vehicle,home,10,7,2,8.4,1,30,6855
3582,6.9,rented,public,cafe,8,18,3,17.3,3,20,6813
8286,1.9,hostel,walk,home,3,10,0,2.8,3,3,5130
22662,15.8,hostel,own_vehicle,mess,9,7,6,10.2,3,1,12769
17956,29.1,hostel,bicycle,mixed,7,30,5,7.7,1,8,10415
16147,3.0,home,bicycle,home,10,40,4,12.9,3,6,9856
22795,20.3,rented,own_vehicle,mixed,12,10,0,3.7,1,8,13805
21209,29.4,hostel,walk,home,6,21,1,6.4,4,24,11416
12678,2.8,rented,bicycle,mixed,1,37,3,18.8,3,6,8581
5111,25.9,rented,public,cafe,0,35,0,1.9,1,13,5660
22095,10.6,home,bicycle,cafe,6,16,1,16.4,2,18,11616
11329,6.3,hostel,walk,mess,9,33,1,6.0,1,20,7830
20089,3.7,home,public,mixed,0,9,6,4.8,1,14,9509
12686,3.5,hostel,own_vehicle,mess,2,11,2,4.2,3,29,8053
9624,19.9,hostel,bicycle,cafe,11,5,3,9.0,2,17,7984
3922,27.2,rented,public,mess,7,23,2,13.9,1,12,6248
11104,29.3,home,walk,cafe,12,35,2,11.5,1,14,8811
9158,18.5,pg,own_vehicle,mess,0,34,1,16.2,4,20,7658
24658,29.3,home,walk,home,12,3,6,17.0,4,9,13425
15663,8.5,home,own_vehicle,mixed,4,29,4,16.5,4,5,9893
13842,27.0,rented,public,mess,11,4,5,17.5,3,7,10619
21795,17.5,pg,public,mixed,0,37,4,17.8,4,3,11800
3271,4.5,rented,public,mess,4,15,4,13.8,2,10,5299
13930,4.4,pg,bicycle,mixed,5,36,0,11.2,1,27,8954
21441,23.8,hostel,public,home,8,13,6,12.5,1,27,11921
14103,6.0,home,own_vehicle,home,0,34,1,16.4,2,17,8200
20278,8.8,hostel,own_vehicle,mixed,7,25,4,3.7,1,18,11637
24190,3.9,hostel,public,mess,7,6,4,9.7,3,15,12439
12608,29.2,rented,public,cafe,0,27,4,18.9,1,28,9155
13138,7.6,home,own_vehicle,mixed,3,35,5,6.8,1,24,8572
23766,9.7,rented,own_vehicle,mixed,6,38,2,12.4,4,19,14350
8357,17.0,pg,own_vehicle,home,2,30,1,4.2,3,30,7181
10482,14.8,hostel,bicycle,mess,9,2,2,8.8,3,21,7674
6578,27.7,rented,walk,home,4,12,0,18.0,4,16,6658
24360,25.7,pg,own_vehicle,mixed,12,35,0,13.2,4,1,14899
14607,24.3,hostel,walk,mixed,12,0,1,13.9,2,27,9897
10790,12.9,pg,own_vehicle,cafe,11,13,3,5.7,1,2,9082
10138,29.1,rented,bicycle,cafe,1,12,2,17.3,4,22,8177
6909,24.2,pg,own_vehicle,mess,1,6,5,20.0,4,12,6847
8589,1.0,pg,public,mixed,8,30,6,15.3,3,9,7978
6966,8.6,rented,public,mixed,4,28,1,2.2,1,24,6676
15990,15.5,rented,bicycle,mixed,6,14,3,13.1,1,0,9905
20872,26.1,rented,bicycle,home,0,7,2,11.4,3,15,10884
19616,22.1,hostel,own_vehicle,cafe,6,0,4,11.1,1,28,11608
11670,26.9,hostel,bicycle,cafe,4,25,6,14.6,2,13,8195
5149,14.1,rented,own_vehicle,mess,12,34,3,5.1,4,26,8421
9606,2.5,pg,walk,mess,3,28,1,15.5,2,16,6849
3226,9.3,hostel,bicycle,mess,12,33,6,15.0,3,18,6192
6668,19.7,home,public,mixed,6,16,4,4.5,4,6,6153
21378,20.8,home,walk,home,3,30,5,3.5,2,20,10563
18970,24.3,hostel,walk,cafe,5,13,5,12.0,3,22,10900
19510,16.1,hostel,bicycle,mess,3,25,3,2.2,1,20,9881
10815,7.5,rented,walk,mixed,12,33,3,8.7,2,16,9388
19158,9.4,hostel,own_vehicle,home,6,16,4,10.7,1,10,10711
3992,7.6,hostel,own_vehicle,mixed,8,4,1,11.1,2,14,5757
22974,19.1,rented,bicycle,mess,12,35,1,19.3,2,25,14175
17681,19.5,hostel,public,mixed,9,22,1,12.3,2,26,10987
16819,17.8,pg,bicycle,home,0,28,1,13.0,4,3,9097
5801,10.4,pg,bicycle,mess,11,24,3,11.5,1,21,6790
21874,8.5,home,walk,mess,4,4,6,3.9,1,8,10229
12661,13.2,pg,walk,home,12,26,1,6.4,4,9,9302
19508,10.0,pg,bicycle,mixed,8,35,3,14.4,4,29,12176
10253,24.1,pg,own_vehicle,mixed,6,1,5,8.9,2,19,8483
24304,20.7,hostel,bicycle,mixed,8,36,6,12.1,4,11,13454
18548,8.9,home,public,home,6,25,5,5.6,2,15,10042
15174,12.6,hostel,public,cafe,3,21,3,9.6,4,28,9526
20189,11.0,pg,public,cafe,8,14,3,2.4,2,14,11719
12556,9.5,pg,bicycle,mixed,0,18,1,6.1,3,0,7239
8977,10.7,home,own_vehicle,mess,2,7,3,16.4,2,19,6625
13907,23.7,hostel,own_vehicle,mess,11,0,1,9.3,4,6,9921
8303,17.8,hostel,bicycle,mess,4,13,3,5.9,2,13,5987
23019,26.8,hostel,own_vehicle,cafe,5,7,0,11.0,1,19,12510
22450,14.0,hostel,own_vehicle,home,9,13,5,2.5,2,19,12514
12961,1.2,home,public,cafe,2,22,0,2.3,4,11,7627
17690,11.1,rented,own_vehicle,cafe,8,24,1,13.1,1,0,11735
24833,15.0,hostel,public,mixed,0,21,2,10.1,3,3,11804
4664,17.3,hostel,walk,mixed,6,7,3,17.7,1,21,5310
14235,6.0,hostel,own_vehicle,mixed,6,1,6,14.2,3,9,9426
15272,11.4,home,walk,mess,4,13,1,15.4,4,27,8817
23309,29.3,rented,own_vehicle,cafe,12,23,2,8.5,1,12,14756
21238,5.9,pg,own_vehicle,mess,5,12,1,17.6,2,26,12175
23632,9.4,home,own_vehicle,mixed,11,3,4,14.4,1,16,13232
18278,22.8,hostel,public,mess,4,40,0,4.7,2,30,10361
13020,15.9,rented,public,mess,2,24,0,18.2,2,27,8981
17751,18.5,pg,bicycle,home,0,38,5,14.1,3,6,9699
5298,20.7,hostel,bicycle,cafe,11,20,2,16.8,1,29,6858
4340,14.4,rented,own_vehicle,mixed,12,35,3,3.5,2,1,7586
15503,19.3,home,public,mixed,8,12,3,14.3,3,3,9614
4723,8.7,pg,own_vehicle,mixed,7,30,3,19.9,3,25,7274
22005,19.8,pg,bicycle,home,4,38,3,10.1,4,2,11771
22311,12.8,rented,public,mixed,9,7,6,3.5,3,10,13080
11649,20.2,pg,public,cafe,3,35,5,11.0,4,26,9053
22267,13.5,rented,walk,home,10,24,3,10.3,4,26,13330
19587,18.2,home,walk,mixed,8,27,1,11.7,1,30,10993
12732,3.8,pg,public,mess,11,39,2,12.6,3,25,9960
12536,8.0,rented,bicycle,mixed,0,28,1,7.9,3,10,8007
7933,14.5,home,walk,mess,9,21,2,9.7,2,17,6587
18573,8.5,hostel,own_vehicle,cafe,1,39,1,12.6,3,12,10716
3238,7.3,pg,walk,home,5,26,4,19.0,1,21,4942
3609,16.9,rented,own_vehicle,mixed,7,0,5,9.9,1,3,6216
9271,17.4,pg,bicycle,cafe,6,28,6,12.6,4,22,8333
12977,23.2,home,bicycle,mess,12,30,6,10.2,4,5,9462
16314,12.3,home,own_vehicle,mess,6,14,6,5.3,4,6,9945
20502,3.8,hostel,bicycle,home,11,26,1,6.8,4,9,11494
3892,18.4,home,own_vehicle,cafe,12,17,4,10.2,1,24,6806
13249,6.9,rented,public,home,4,36,5,7.4,1,4,8722
6569,19.7,home,bicycle,mess,8,2,6,2.4,2,27,5943
20401,18.5,rented,bicycle,mess,0,37,1,16.6,3,7,11130
15626,9.8,rented,public,mixed,8,27,4,9.0,1,1,10381
5609,18.1,pg,bicycle,mess,12,20,1,16.3,1,30,7111
11925,26.8,hostel,public,mixed,5,32,5,6.1,2,14,8344
16865,15.6,hostel,bicycle,mixed,7,36,5,17.2,2,7,10288
10832,24.9,home,public,home,0,5,4,6.1,3,14,6341
15902,28.9,hostel,own_vehicle,home,9,23,0,14.9,3,2,10471
3455,6.6,rented,walk,mixed,3,11,5,8.8,2,6,4910
11376,19.1,home,public,cafe,4,27,5,2.2,1,7,7435
20748,8.6,home,own_vehicle,home,6,16,2,13.8,1,27,11334
22726,28.3,pg,walk,cafe,10,13,6,7.3,2,10,13099
23991,8.0,pg,public,mixed,2,34,5,17.4,1,15,12542
19750,2.7,pg,public,mixed,12,21,6,2.4,3,24,12438
4421,14.0,rented,walk,cafe,0,23,5,17.7,2,21,5701
11533,1.7,rented,public,cafe,6,22,0,3.5,4,19,8969
3756,19.9,home,walk,mess,9,22,6,12.2,2,20,5466
17405,4.8,pg,walk,home,1,20,4,6.2,3,7,9006
22527,23.5,rented,bicycle,mess,11,20,2,13.8,1,18,13356
8403,23.4,pg,walk,cafe,0,30,4,10.4,1,28,6651
14215,20.6,hostel,walk,home,12,17,5,14.9,2,30,9896
9100,22.4,pg,own_vehicle,home,0,21,5,7.9,3,22,7226
14344,28.2,home,bicycle,cafe,9,31,2,8.3,3,23,9816
17502,16.5,pg,bicycle,home,9,37,6,6.5,1,0,10479
21951,20.5,hostel,public,mixed,8,28,4,18.5,1,21,12538
21542,10.3,pg,bicycle,mixed,8,12,0,14.0,1,17,11833
22743,17.0,rented,public,mixed,12,40,5,14.9,4,24,14852
12579,10.4,home,bicycle,cafe,10,24,5,9.9,2,29,9126
8129,13.5,home,public,mixed,5,3,6,12.0,1,21,6355
7330,1.2,rented,bicycle,mess,4,25,6,18.0,1,28,6972
18162,29.4,pg,walk,mixed,4,34,2,10.1,4,6,10735
23115,5.2,pg,public,cafe,12,17,0,14.0,2,20,13636
6317,17.3,hostel,walk,mess,1,11,0,15.4,4,15,5131
8891,18.4,hostel,own_vehicle,cafe,2,27,0,19.6,4,13,7654
24701,12.7,home,walk,mess,7,36,1,7.6,4,10,12557
16772,11.1,hostel,bicycle,mess,10,12,0,13.4,1,23,9968
15656,2.6,pg,bicycle,mess,5,10,4,18.8,1,26,9387
19131,9.0,home,own_vehicle,cafe,3,2,4,8.2,3,4,10418
21226,25.7,pg,walk,mixed,7,8,1,3.5,3,12,11641
11261,29.6,home,walk,mess,6,3,6,8.5,4,14,7645
24099,7.3,home,bicycle,mess,4,7,4,3.2,1,14,11093
8273,24.2,hostel,public,mixed,9,34,5,1.9,1,20,7507
6113,13.8,rented,own_vehicle,cafe,7,40,6,13.9,3,17,8467
23637,11.2,rented,own_vehicle,mess,3,14,3,12.9,3,20,13283
22302,22.6,rented,own_vehicle,mess,0,37,6,12.7,2,23,12841
18829,16.0,home,public,home,3,2,4,1.1,3,26,9595
10012,6.0,pg,walk,cafe,9,34,1,1.5,4,27,8520
4057,0.3,pg,own_vehicle,mixed,5,21,2,9.5,2,25,6016
23187,13.1,rented,walk,mixed,3,33,1,7.5,1,15,12203
7622,24.6,pg,walk,home,12,22,4,4.1,4,25,7923
8743,29.5,pg,bicycle,mess,8,3,6,19.0,3,17,7888
23881,29.7,hostel,own_vehicle,mess,1,10,6,8.0,1,9,11955
12979,21.1,pg,walk,mixed,5,29,3,3.4,1,4,8261
17589,3.4,home,walk,mess,9,33,0,19.3,4,13,10451
17054,29.2,rented,bicycle,mess,5,9,3,10.2,4,3,10482
5381,0.6,hostel,own_vehicle,mixed,8,27,2,9.0,3,3,6436
12529,14.3,pg,public,cafe,6,35,4,7.4,4,9,9357
9086,10.4,rented,own_vehicle,mixed,6,34,4,16.9,4,22,9274
18806,24.4,pg,public,mess,6,40,3,1.6,2,21,11204
24325,7.6,home,walk,mess,4,1,4,7.7,1,21,11274
17414,23.9,hostel,public,mess,9,39,3,14.8,2,4,10833
10326,1.9,rented,own_vehicle,mixed,2,21,5,12.2,1,22,8282
5997,11.0,rented,bicycle,home,12,32,6,6.5,4,4,7604
21994,20.6,hostel,own_vehicle,home,8,32,0,7.1,4,12,12611
4755,19.9,pg,walk,mess,5,5,5,10.9,3,29,5753
9554,8.4,pg,own_vehicle,home,5,27,4,2.2,4,14,7896
23170,18.9,pg,public,mixed,2,18,5,6.0,4,14,12283
15702,4.5,home,public,home,0,39,3,6.4,3,4,8087
22749,19.3,pg,own_vehicle,home,11,19,4,10.2,2,18,13639
13996,3.3,pg,walk,cafe,5,16,4,16.0,4,4,9169
17354,14.4,pg,bicycle,mess,2,21,4,2.8,4,12,9618
16186,6.8,hostel,public,mess,9,28,6,15.1,3,29,10681
18322,12.9,pg,bicycle,cafe,6,39,3,10.8,3,30,11488
6762,12.5,pg,walk,mixed,5,4,3,3.0,3,22,6110
24530,4.5,rented,public,cafe,10,29,0,14.5,3,0,14267
23500,0.9,home,public,cafe,11,33,0,10.2,4,9,13184
20520,13.9,rented,walk,home,8,15,0,4.4,4,1,11572
19233,16.2,pg,bicycle,cafe,9,18,4,4.4,2,29,11771
11392,11.0,rented,walk,mixed,0,12,2,16.3,3,3,7515
18964,12.8,rented,public,mixed,1,16,0,3.0,1,1,10014
24434,3.2,home,bicycle,mess,10,10,6,12.0,2,30,12873
13268,15.7,rented,walk,mess,2,29,3,2.4,4,15,8670
6444,27.5,home,public,home,9,0,6,12.2,4,9,6476
11893,14.7,rented,walk,mess,10,12,0,16.1,2,5,8984
21552,19.1,home,public,mess,9,39,6,8.4,3,1,12117
8064,20.9,pg,own_vehicle,mixed,4,20,1,16.6,3,17,7724
17832,29.0,hostel,bicycle,home,8,24,2,9.0,4,1,10352
3438,16.7,rented,walk,mess,8,35,4,1.3,2,0,5685
3015,10.1,pg,own_vehicle,home,8,25,6,11.0,4,20,6433
8251,23.6,pg,walk,home,0,29,0,2.2,1,28,5712
16896,17.2,pg,bicycle,home,11,37,3,8.2,4,5,11000
6697,11.1,hostel,public,mess,9,35,0,9.5,2,14,6627
7393,18.7,pg,public,home,10,35,3,5.1,2,9,7345
22128,5.2,home,bicycle,mixed,10,17,4,7.2,1,1,11510
22968,4.4,pg,bicycle,cafe,5,33,4,7.6,2,28,12588
19890,19.6,rented,own_vehicle,home,10,33,6,12.6,4,2,13276
24712,18.1,rented,public,mixed,5,13,0,14.3,2,18,13462
16414,2.8,hostel,public,mess,6,29,4,7.2,2,20,9661
4381,5.8,hostel,public,cafe,4,34,0,16.4,1,15,5301
23523,5.0,rented,public,cafe,8,30,2,12.2,1,26,13771
4445,17.4,pg,own_vehicle,home,8,33,3,7.6,1,28,6646
19162,19.8,hostel,walk,mess,5,29,6,1.4,4,9,10492
9891,28.9,rented,own_vehicle,cafe,10,9,5,18.2,2,10,9900
14267,29.8,rented,own_vehicle,mess,11,35,2,9.1,1,0,11000
6405,10.3,hostel,bicycle,home,6,9,2,14.4,3,19,5734
24152,29.4,rented,own_vehicle,mess,0,8,2,3.2,1,12,12454
24327,13.6,pg,public,cafe,12,27,0,12.8,3,25,14519
18500,20.7,pg,public,mixed,7,18,3,8.3,1,30,11233
20413,6.5,home,bicycle,mess,9,6,6,15.9,1,1,10753
16682,7.6,home,public,mess,8,0,6,6.0,2,1,9294
8045,4.9,hostel,public,mixed,5,29,1,5.1,4,17,6720
24380,22.6,home,own_vehicle,cafe,7,23,5,7.8,2,10,13423
19676,12.5,rented,own_vehicle,cafe,0,27,6,8.3,4,16,12008
8498,19.8,rented,own_vehicle,mess,3,2,0,2.0,3,11,7222
11558,12.3,rented,public,home,3,18,3,12.8,3,4,8107
22168,8.1,rented,public,mixed,0,18,6,3.2,3,11,11685
4154,10.0,home,bicycle,home,7,2,3,12.5,3,20,4793
6470,25.6,hostel,own_vehicle,mess,3,34,5,9.4,3,20,6733
23212,10.6,rented,bicycle,home,9,33,0,13.6,2,28,13348
24223,4.7,hostel,own_vehicle,mixed,11,5,0,10.9,1,22,13431
15367,13.4,home,public,home,6,3,6,6.0,1,27,8760
22435,15.7,pg,own_vehicle,mess,4,14,5,8.9,3,15,12529
11286,30.0,pg,public,mixed,6,33,4,12.1,4,2,8932
15811,19.0,hostel,own_vehicle,mixed,6,19,5,7.0,1,17,10043
12598,5.8,home,public,home,11,4,5,9.5,1,20,8404
3907,25.8,pg,walk,home,6,1,2,7.1,4,9,5080
5035,4.4,rented,public,cafe,8,28,3,11.9,3,18,7269
6082,19.3,home,walk,home,0,31,4,5.6,2,3,4307
20046,20.9,pg,public,cafe,1,10,5,5.5,3,10,10877
22103,21.6,pg,bicycle,cafe,11,33,0,19.3,2,9,13297
14387,9.7,home,walk,mess,12,24,1,16.4,4,8,9631
9804,10.1,rented,bicycle,mixed,3,8,3,14.3,2,6,7306
6264,14.0,hostel,bicycle,mess,0,24,0,15.8,4,12,5100
10615,24.9,rented,bicycle,home,4,26,0,4.4,4,30,8188
9817,7.5,rented,own_vehicle,cafe,1,25,5,4.4,4,1,8135
8605,10.1,hostel,public,mess,4,40,5,5.3,3,27,7034
6123,14.4,pg,own_vehicle,cafe,0,16,5,15.1,3,17,6559
14916,5.3,hostel,bicycle,home,5,18,5,9.9,2,8,8396
4164,26.8,rented,bicycle,mess,12,25,0,19.3,2,19,7230
3557,0.3,rented,bicycle,mixed,5,40,1,4.7,1,16,5368
19115,1.3,rented,own_vehicle,home,3,21,2,19.1,4,7,11522
19682,11.2,hostel,bicycle,cafe,3,39,4,15.8,3,16,11025
15764,17.5,hostel,walk,cafe,11,23,3,14.5,2,26,10650
9633,27.2,hostel,own_vehicle,home,6,40,3,1.0,3,0,7690
12960,7.7,rented,walk,mess,7,20,0,7.3,4,11,9049
13591,15.6,hostel,own_vehicle,cafe,8,25,6,12.2,2,5,9908
9617,5.2,pg,walk,cafe,3,1,0,8.6,1,18,6521
6441,26.0,home,own_vehicle,mess,11,15,3,15.4,3,18,7576
5573,22.9,hostel,public,home,0,9,4,8.6,2,26,4792
7732,6.6,home,walk,cafe,0,8,5,6.5,3,9,5186
7468,4.5,pg,bicycle,cafe,3,1,1,5.4,2,24,5985
4826,0.6,hostel,bicycle,home,7,33,4,4.3,2,8,5038
24702,7.2,hostel,own_vehicle,mess,11,14,2,5.4,2,19,13644
13574,29.2,hostel,own_vehicle,mixed,2,37,2,18.0,3,13,9359
18997,24.0,rented,walk,mixed,7,37,2,5.1,1,28,11734
12013,0.3,pg,walk,mixed,0,38,0,8.5,2,12,7214
4794,4.0,pg,walk,cafe,6,30,6,14.8,4,2,6249
19052,22.4,pg,own_vehicle,home,9,9,2,7.1,4,22,12065
17761,26.0,pg,bicycle,cafe,3,32,1,2.2,4,5,10318
22464,5.0,pg,bicycle,home,3,33,5,15.9,2,16,11683
13663,5.5,pg,bicycle,cafe,9,1,3,3.7,1,24,9095
22035,25.9,rented,walk,mess,4,19,0,4.3,3,29,12147
8256,5.7,pg,public,cafe,6,28,5,1.5,2,18,7356
10428,27.2,rented,walk,cafe,6,10,5,19.3,2,6,8628
24060,28.6,rented,walk,cafe,3,21,4,16.6,2,6,13114
20114,13.5,rented,walk,mess,5,15,6,1.6,3,10,11282
21395,14.6,rented,walk,home,5,30,1,5.3,2,0,11399
3186,14.6,home,walk,mixed,9,19,4,16.7,4,21,5628
17954,8.7,rented,bicycle,mess,4,35,1,15.1,4,27,11145
14896,1.4,home,bicycle,home,7,0,5,4.3,2,21,8265
15090,24.1,rented,walk,mess,11,3,6,17.6,3,23,11037
16450,5.5,rented,walk,home,6,26,3,9.0,1,25,10042
24212,28.0,rented,walk,cafe,9,25,2,10.2,2,6,13920
16903,24.7,pg,public,cafe,12,12,5,4.0,4,10,11688
11868,25.5,pg,bicycle,mixed,10,4,2,19.8,3,27,9452
4922,20.9,pg,own_vehicle,mess,5,9,6,14.5,2,25,6598
6924,1.5,hostel,public,mixed,8,15,5,18.3,3,7,6776
5556,22.5,pg,bicycle,cafe,2,25,2,12.1,3,14,5924
20990,14.0,home,own_vehicle,mixed,4,18,1,10.6,2,1,11101
18292,29.5,hostel,own_vehicle,mess,11,2,5,2.3,1,3,11139
7430,9.0,rented,walk,cafe,6,38,5,6.6,2,3,7307
6685,22.2,home,public,mess,0,17,2,12.1,1,21,5016
5022,13.3,pg,walk,cafe,9,11,0,6.4,2,0,5875
16574,8.8,rented,walk,home,1,3,3,1.8,3,21,9040
9781,2.4,rented,public,mess,3,5,2,14.8,4,17,7642
13370,1.4,home,walk,mixed,7,22,5,3.2,1,8,7897
20117,7.0,hostel,public,mixed,0,36,2,3.3,2,29,10304
18002,14.3,pg,walk,cafe,12,14,4,8.4,1,30,11655
13975,3.8,hostel,own_vehicle,home,11,30,6,2.8,2,24,10011
15117,18.6,rented,walk,mess,6,6,5,17.3,3,0,9791
23702,7.8,home,bicycle,cafe,5,13,0,17.1,1,15,11739
9555,15.1,hostel,bicycle,home,0,28,1,7.1,1,17,5695
24232,29.7,rented,bicycle,cafe,0,35,4,9.3,1,23,12899
22978,13.0,pg,public,home,3,26,0,2.9,1,29,11617
22081,22.1,pg,walk,mess,12,17,6,2.1,1,5,12461
23458,13.7,hostel,bicycle,home,8,33,3,17.3,3,23,12761
5519,10.2,rented,bicycle,cafe,4,40,1,6.7,3,26,6725
4440,4.6,home,public,home,7,15,4,18.8,4,20,5582
22504,25.7,home,public,mess,1,2,2,2.3,2,18,10547
23989,21.9,home,bicycle,cafe,3,1,5,9.1,4,15,11988
23235,15.6,home,own_vehicle,mixed,8,4,0,10.4,2,8,12437
4763,15.2,pg,public,mess,11,14,1,15.1,1,11,6417
17889,17.4,hostel,bicycle,home,12,27,3,2.6,4,20,11074
8373,0.7,home,bicycle,cafe,11,7,5,3.7,4,1,7069
21423,27.5,home,own_vehicle,mess,1,1,4,6.1,2,19,10874
3883,22.3,pg,own_vehicle,mixed,7,13,6,8.8,4,7,6623
9775,6.7,rented,walk,mixed,6,25,5,20.0,4,0,8338
14153,10.8,hostel,walk,cafe,0,38,0,11.4,1,13,7863
23504,18.7,rented,walk,mess,5,23,3,18.6,3,25,13234
5550,17.6,rented,walk,home,4,13,3,2.3,1,11,5387
3421,21.0,hostel,own_vehicle,mixed,1,37,0,15.5,1,23,5155
13174,18.4,pg,own_vehicle,mixed,8,16,4,1.3,2,26,9854
6069,13.6,rented,walk,mess,12,30,3,9.3,3,0,7462
24885,23.7,rented,bicycle,mixed,5,12,5,17.6,3,26,13937
17607,10.8,pg,bicycle,cafe,0,34,1,16.6,4,1,9908
9482,28.4,hostel,bicycle,mixed,7,18,4,9.2,3,28,7780
15964,14.3,rented,bicycle,cafe,1,20,1,5.9,4,9,9630
9617,18.0,pg,own_vehicle,mess,8,6,1,2.1,1,24,7982
3844,6.4,hostel,walk,mess,0,15,5,3.7,1,16,3501
7988,25.4,rented,walk,mixed,0,38,5,12.7,4,11,7164
19025,21.2,rented,walk,mixed,6,5,4,1.4,4,8,11190
13237,8.1,hostel,public,home,12,37,2,15.2,4,22,9954
5454,13.1,pg,bicycle,home,7,28,1,9.2,1,10,5653
11800,23.5,hostel,bicycle,mixed,0,11,4,13.3,4,11,7303
13849,17.6,hostel,public,mixed,8,32,6,8.6,3,27,9846
23472,17.4,pg,bicycle,mixed,4,22,1,17.7,1,17,12269
4397,5.5,rented,own_vehicle,mixed,1,40,2,6.8,2,23,6185
10359,20.2,home,bicycle,mixed,12,2,4,19.4,1,16,8150
13790,13.3,pg,own_vehicle,cafe,7,25,6,5.1,2,20,10243
11353,5.6,hostel,walk,home,4,37,1,13.2,3,5,7172
9640,9.0,hostel,public,mess,12,10,0,15.4,4,15,8237
16213,22.1,home,walk,mess,0,24,3,17.6,4,16,8791
8245,21.2,pg,public,mixed,5,35,1,15.4,2,17,7492
13801,7.7,hostel,public,cafe,10,21,0,14.1,4,6,9713
20268,26.5,pg,public,mixed,6,38,6,1.4,1,8,11674
12640,18.3,home,walk,home,9,25,6,7.3,2,5,8176
21215,21.3,pg,walk,cafe,10,12,0,10.1,4,28,12814
22691,24.0,hostel,walk,cafe,11,33,5,10.4,4,30,13702
3749,2.5,hostel,bicycle,home,4,20,0,4.4,2,19,4013
24154,22.4,rented,public,mess,8,13,1,15.8,1,9,13441
24319,14.8,rented,bicycle,cafe,0,29,6,18.4,2,16,12992
7354,1.6,pg,public,mess,10,3,3,10.7,4,14,7289
13909,10.2,hostel,public,home,11,20,3,16.1,4,22,9896
4954,19.6,home,own_vehicle,home,3,24,0,6.1,3,15,5232
12202,2.7,rented,walk,mixed,11,14,1,12.7,4,13,9640
5109,19.3,pg,public,home,6,19,4,7.5,4,16,6166
8307,20.9,rented,own_vehicle,mixed,3,3,6,8.3,3,27,8033
15812,1.1,home,public,mess,9,24,2,1.5,1,1,8949
22273,4.8,home,bicycle,cafe,9,27,6,3.4,2,20,12152
21247,14.3,home,own_vehicle,cafe,4,0,1,5.3,4,24,11636
6978,8.6,hostel,bicycle,mixed,4,0,6,3.4,2,13,5429
14667,24.0,home,public,home,9,14,5,8.2,3,12,9342
8857,13.7,rented,public,cafe,0,14,6,6.8,2,19,7177
17710,11.0,rented,public,home,6,19,5,18.8,2,21,11175
4608,25.7,rented,own_vehicle,mess,5,16,2,10.4,4,11,6869
19525,26.3,pg,walk,mess,8,29,3,15.7,2,26,11822
17623,2.1,pg,public,home,8,28,0,17.2,3,24,10937
19964,7.2,rented,bicycle,mess,2,37,4,14.1,4,28,11680
10866,16.6,rented,public,home,12,17,0,4.0,3,26,9332
20551,23.0,rented,own_vehicle,mixed,11,40,4,14.5,1,17,13899
17790,12.1,rented,bicycle,mixed,2,19,3,16.3,1,3,10067
14500,13.5,home,bicycle,mixed,12,34,0,7.5,4,3,9718
16227,4.9,home,bicycle,mixed,7,5,1,15.1,4,6,9304
5066,8.9,pg,walk,mess,6,27,3,17.5,1,13,5724
8557,9.5,home,own_vehicle,mixed,6,11,5,2.4,2,5,6815
13224,14.0,pg,bicycle,cafe,7,25,5,19.5,4,14,9833
4389,29.6,home,walk,mixed,7,5,5,6.1,3,14,5272
22978,4.4,home,public,home,3,20,1,12.4,1,0,10641
23323,5.8,hostel,bicycle,mixed,3,16,2,6.1,3,15,11400
6141,28.9,rented,public,home,2,4,4,3.2,3,2,5797
17569,2.9,hostel,own_vehicle,mess,6,29,3,13.4,2,26,10791
6832,6.4,home,public,cafe,3,35,1,4.7,3,5,5706
14428,9.8,hostel,bicycle,cafe,3,15,5,18.4,2,26,8911
5901,1.2,pg,public,cafe,11,25,3,7.2,1,9,6977
21983,17.7,rented,own_vehicle,mixed,0,14,0,14.4,4,0,12182
14808,13.0,pg,public,home,2,2,0,18.1,2,10,8411
13047,11.3,pg,own_vehicle,mixed,9,32,4,14.0,2,13,10215
19402,13.1,home,public,cafe,11,19,4,10.6,1,0,11310
24682,12.2,pg,bicycle,mixed,7,12,4,3.7,1,12,12663
3754,8.4,rented,bicycle,home,12,4,0,12.7,2,8,6043
17643,8.0,pg,public,mess,6,38,5,10.2,2,1,10522
21869,17.5,pg,own_vehicle,home,1,6,1,18.7,2,16,11569
7948,21.8,pg,walk,mess,5,0,6,13.7,3,19,6817
14448,28.2,home,own_vehicle,mess,6,35,6,2.2,4,16,9869
4128,28.5,hostel,public,mess,0,20,5,19.7,3,27,5134
16763,15.7,hostel,bicycle,mess,4,13,1,8.9,3,15,9163
11584,6.0,hostel,walk,mess,5,17,4,7.3,2,18,7330
5687,22.8,home,walk,mixed,9,3,4,17.4,2,12,6013
12594,2.2,home,public,home,0,23,4,6.7,2,25,6961
16039,0.9,hostel,walk,mixed,8,0,0,15.4,3,28,9595
24680,6.7,home,walk,mixed,4,13,4,6.7,2,20,11815
11740,26.9,home,bicycle,home,0,0,6,12.1,1,30,6618
