monthly_allowance,distance_from_campus,accommodation_type,transport_type,meal_habits,outings_per_month,gaming_hours,club_events,mobile_data_usage,year_of_study,printing_frequency,predicted_spending
24771,3.0,hostel,public,mess,3,19,6,6.2,4,12,12112
4919,21.2,rented,bicycle,mixed,12,28,2,1.5,2,18,11402
7108,16.2,rented,bicycle,home,12,1,6,3.9,3,29,10765
3968,17.3,home,bicycle,mess,8,12,3,8.2,4,3,7375
22653,22.4,home,own_vehicle,mixed,1,0,1,20.0,4,29,11314
10881,8.5,hostel,bicycle,home,2,14,2,12.7,1,2,6651
9840,21.8,home,bicycle,mixed,7,22,4,15.1,1,15,10112
17822,18.5,rented,bicycle,cafe,4,25,0,6.2,1,19,11792
8380,6.5,rented,walk,mixed,4,25,2,9.3,3,4,8905
15350,24.4,hostel,own_vehicle,home,7,8,3,5.1,3,23,11058
24064,11.6,rented,public,home,10,11,3,14.0,4,27,15724
11608,24.4,rented,walk,mess,3,35,2,1.0,2,23,9526
13961,10.4,pg,public,cafe,10,16,4,8.6,2,5,12923
20479,27.3,pg,walk,cafe,7,15,1,2.3,3,8,12742
15385,22.0,hostel,public,mixed,4,37,6,4.8,3,2,11387
6750,8.0,home,own_vehicle,cafe,3,4,1,17.6,1,9,7331
3457,17.6,rented,bicycle,mixed,7,27,3,2.8,2,1,8783
20312,24.2,hostel,walk,mess,11,34,3,19.3,1,9,15340
9754,17.6,rented,walk,mess,4,14,3,10.1,4,5,8845
23686,3.3,hostel,own_vehicle,mess,8,29,0,1.9,4,20,14139
20186,9.7,rented,bicycle,cafe,12,29,6,2.0,1,4,16214
17018,24.7,pg,bicycle,mess,5,16,1,14.4,2,0,10858
16246,1.2,pg,bicycle,mess,2,32,3,17.6,3,29,10680
3618,20.3,pg,bicycle,cafe,11,6,0,6.5,2,0,9082
16228,12.4,hostel,walk,cafe,1,16,2,15.0,2,0,9077
6127,29.5,home,own_vehicle,home,3,33,1,3.4,2,8,7337
4224,1.1,rented,bicycle,home,2,11,0,8.1,2,20,5223
3902,3.0,hostel,walk,mess,12,13,2,11.1,2,7,8912
21870,3.2,pg,bicycle,cafe,2,33,3,19.2,1,25,13015
10034,4.9,rented,public,mixed,10,18,2,3.4,3,5,11419
19403,12.1,rented,own_vehicle,mixed,12,0,1,6.0,4,13,14983
9334,8.2,hostel,public,home,6,29,5,13.7,2,8,9637
24688,17.3,rented,bicycle,mixed,3,22,3,16.9,1,10,13742
8818,29.9,home,public,cafe,9,4,2,10.3,4,30,10367
8167,11.2,pg,walk,mixed,6,19,0,6.1,3,7,8447
11166,12.2,rented,bicycle,cafe,7,17,6,8.5,3,21,11810
10645,10.3,home,bicycle,cafe,11,15,1,6.5,4,15,11044
22411,4.7,hostel,public,mixed,1,10,5,9.7,4,30,10848
9439,22.4,pg,public,cafe,3,18,3,11.4,4,7,9345
24913,17.4,home,walk,mixed,11,34,1,6.6,4,18,15813
23935,7.2,hostel,own_vehicle,mess,5,14,5,19.0,1,3,13598
15899,26.9,pg,own_vehicle,mess,0,15,0,10.4,2,15,9186
7286,11.5,home,bicycle,mess,1,17,4,12.7,4,30,6282
21149,27.1,hostel,bicycle,mixed,11,17,4,5.0,2,3,14339
12354,12.1,pg,public,mixed,6,11,2,13.2,2,23,10404
21944,29.7,pg,own_vehicle,cafe,5,25,1,18.4,2,19,15102
6567,13.9,rented,walk,home,6,36,2,10.6,1,21,9517
6599,5.6,home,own_vehicle,cafe,9,29,0,12.8,4,21,11078
3838,12.5,pg,bicycle,cafe,3,38,0,1.6,4,3,7254
8564,10.6,hostel,walk,mixed,12,15,4,12.4,1,24,11357
5664,6.0,pg,public,cafe,3,30,5,9.0,4,21,8872
9721,28.7,rented,walk,cafe,0,36,4,16.1,3,2,9812
5034,28.7,home,own_vehicle,home,0,4,2,18.3,1,3,5161
16122,0.5,rented,walk,mess,0,19,5,18.1,2,28,9767
4266,4.7,home,own_vehicle,mess,6,34,0,15.2,1,28,8617
23343,18.1,pg,public,home,1,12,2,10.5,3,9,10706
21137,8.0,pg,walk,home,5,12,0,9.1,4,18,11029
24997,3.1,hostel,bicycle,mixed,0,5,2,16.0,1,27,10274
5831,23.8,hostel,bicycle,home,12,6,4,14.0,1,4,9726
12943,27.2,hostel,bicycle,mess,4,5,0,3.5,4,27,7869
23709,9.1,pg,own_vehicle,mess,12,38,1,19.4,4,27,18362
19714,11.2,home,public,mixed,3,38,0,5.5,1,1,10732
23878,15.1,hostel,own_vehicle,mess,12,36,2,4.2,2,3,16570
14414,8.7,hostel,walk,home,1,21,1,7.3,4,19,7507
24740,13.1,pg,own_vehicle,mess,6,35,2,16.5,3,5,15642
13589,5.4,home,public,mess,0,8,5,7.9,4,23,6997
5130,28.0,home,public,cafe,6,24,4,6.4,2,1,8620
4003,11.2,rented,own_vehicle,mixed,5,25,1,7.9,3,28,9305
7772,25.6,pg,own_vehicle,mess,7,9,3,8.7,3,12,9850
15024,1.0,home,walk,mixed,0,2,0,6.6,3,3,5894
10290,0.4,home,own_vehicle,home,4,2,6,14.3,4,24,8390
6362,26.3,hostel,own_vehicle,mixed,8,38,0,13.8,1,15,11148
7442,16.2,hostel,own_vehicle,mixed,2,12,4,14.7,1,11,7852
24613,5.0,pg,bicycle,home,2,11,4,3.9,1,17,10616
12100,14.2,pg,bicycle,cafe,9,37,4,6.6,1,8,12760
6023,1.4,rented,own_vehicle,mess,3,23,6,2.9,1,29,8517
11069,10.5,hostel,public,home,5,28,1,4.1,2,29,8737
3250,23.8,home,public,mess,10,23,3,11.6,1,19,9185
18216,15.8,hostel,bicycle,mess,1,1,2,2.9,3,29,7788
13794,7.4,hostel,public,home,12,32,6,18.2,3,9,14101
18385,16.8,home,public,home,8,2,1,2.6,2,0,10024
15632,6.8,rented,own_vehicle,mess,10,14,3,11.6,1,21,13847
7781,3.1,home,public,home,11,25,4,11.9,3,26,10733
13876,16.7,rented,own_vehicle,cafe,9,36,2,14.3,1,17,15139
12117,5.8,hostel,own_vehicle,mixed,9,40,0,14.1,3,28,13195
8020,15.7,home,walk,mixed,1,3,3,7.3,4,7,5336
10652,13.7,rented,public,mixed,0,5,3,7.0,4,13,7441
6055,27.8,home,walk,cafe,9,35,0,3.7,2,20,9884
3671,15.5,pg,own_vehicle,mixed,9,39,1,13.2,4,9,11429
11826,9.2,home,bicycle,cafe,12,0,4,6.4,2,7,11083
7614,27.0,pg,bicycle,cafe,8,0,6,1.6,1,14,9343
7129,9.4,rented,public,home,6,38,0,7.2,3,10,9563
18025,8.6,hostel,own_vehicle,home,7,36,6,8.2,2,8,13360
8391,11.2,hostel,bicycle,home,3,9,4,16.1,3,11,6958
8940,27.9,hostel,public,home,8,24,1,1.9,1,29,9324
7581,18.2,home,bicycle,mess,7,10,0,10.2,2,19,7605
7549,24.9,hostel,public,mess,6,29,4,18.6,2,28,10157
6906,10.9,pg,bicycle,mixed,6,38,1,10.0,1,12,9487
10251,29.6,rented,walk,home,1,14,4,4.0,1,9,7271
20420,23.5,rented,walk,home,2,2,3,2.8,1,3,9451
21889,7.3,pg,bicycle,cafe,9,14,3,12.5,1,19,14478
5024,0.3,hostel,bicycle,cafe,6,6,3,3.8,3,12,6906
12200,21.1,hostel,public,cafe,9,19,0,14.8,2,7,11796
3015,8.7,rented,bicycle,home,11,14,0,19.3,4,14,9866
20513,23.1,rented,public,mixed,4,28,5,6.5,2,14,13432
3421,23.5,hostel,public,cafe,3,39,5,18.3,1,21,8986
17790,29.2,home,own_vehicle,mixed,5,3,2,4.4,4,20,10918
16699,2.2,hostel,bicycle,mess,11,20,3,11.4,4,21,13021
5430,24.0,hostel,bicycle,home,3,4,5,3.2,4,20,5596
20927,20.5,home,walk,mixed,10,30,5,9.1,3,7,14633
7439,4.7,home,walk,cafe,9,9,0,17.5,4,26,9523
23832,15.6,rented,public,mixed,3,31,0,2.6,2,19,13036
13209,5.9,hostel,walk,home,7,21,6,18.3,2,27,10992
10972,21.2,hostel,bicycle,home,4,27,2,12.4,4,12,8881
23073,6.4,home,public,mess,7,35,1,16.2,4,13,13984
14222,17.2,rented,bicycle,home,0,6,0,15.8,1,26,7767
15708,24.2,pg,own_vehicle,mixed,4,11,3,9.5,2,27,11416
15084,2.1,pg,own_vehicle,home,4,20,2,5.2,2,15,10073
14974,20.2,rented,own_vehicle,mixed,6,16,4,9.4,3,18,12902
16954,5.0,rented,public,cafe,1,1,2,8.7,2,10,9374
3190,28.8,pg,own_vehicle,cafe,6,34,2,17.3,2,26,10895
4777,26.0,pg,own_vehicle,mixed,11,31,1,12.3,2,23,12297
13471,21.1,home,bicycle,cafe,10,17,6,3.6,2,18,12122
6612,9.2,rented,walk,home,2,12,2,18.0,4,17,7152
24893,22.0,hostel,public,cafe,7,36,3,17.3,2,11,16102
6808,25.9,rented,walk,mixed,0,13,1,13.3,2,2,6569
12588,13.7,pg,bicycle,home,7,9,5,2.1,3,10,9544
5098,21.6,home,own_vehicle,mixed,12,28,0,8.5,4,20,11511
10199,20.2,home,bicycle,mess,1,4,1,17.8,2,0,5961
4605,26.8,rented,public,home,6,16,6,19.3,2,6,9553
9963,12.8,home,own_vehicle,mess,12,32,1,18.8,4,15,13300
23910,2.8,pg,own_vehicle,mess,5,40,5,5.8,3,28,15007
17249,26.3,pg,walk,cafe,6,17,4,14.6,1,3,12522
9153,4.5,rented,walk,home,5,3,6,13.4,1,2,8322
6548,27.0,rented,own_vehicle,mess,7,22,6,18.1,1,17,11742
4598,6.7,hostel,public,cafe,10,4,0,6.4,3,7,8464
5093,10.6,home,public,mess,10,13,6,7.3,1,8,8857
19877,19.4,home,public,mixed,5,22,4,1.9,1,19,11450
23944,0.6,home,public,mixed,4,28,0,10.3,4,17,12342
11593,1.3,hostel,bicycle,mixed,12,6,3,18.1,2,15,11805
6369,13.2,hostel,public,mixed,6,33,3,3.1,4,26,9132
15628,13.3,pg,bicycle,home,6,4,3,17.5,3,27,10662
3920,10.1,pg,public,home,4,22,5,11.2,3,13,7417
13720,13.3,pg,public,home,5,15,1,12.0,2,9,9623
8217,11.8,pg,walk,mixed,12,30,2,11.6,1,21,12241
13821,16.3,rented,own_vehicle,mixed,8,31,4,17.5,1,26,14625
9632,0.4,rented,bicycle,home,7,11,3,15.3,4,18,9887
21355,24.4,pg,public,cafe,1,40,2,16.4,1,5,13001
13483,3.9,rented,public,mixed,1,15,0,16.3,4,26,9356
9240,28.3,hostel,own_vehicle,home,11,0,5,9.7,2,17,11103
8469,28.5,home,own_vehicle,mixed,11,7,0,17.7,3,4,11375
13454,4.0,home,own_vehicle,home,0,38,0,1.2,1,4,7415
5398,1.6,pg,public,home,3,18,5,6.5,2,28,6775
4698,10.6,home,own_vehicle,mixed,1,39,6,18.6,4,29,8776
6942,20.4,home,walk,mixed,5,39,3,7.6,4,12,8878
17917,12.3,hostel,own_vehicle,home,3,18,6,6.1,1,19,10640
15014,4.7,rented,bicycle,mixed,10,23,1,15.8,2,30,13727
8973,4.0,hostel,walk,cafe,3,39,5,1.3,1,11,8496
12322,14.5,pg,own_vehicle,mess,12,7,2,10.4,1,2,12545
13772,1.3,hostel,walk,mess,6,9,3,1.2,1,4,8239
16150,10.6,pg,public,mixed,5,38,3,17.4,2,7,12732
13441,8.8,pg,public,mixed,1,38,1,3.0,4,15,9271
21682,2.9,rented,own_vehicle,home,11,32,3,19.7,4,27,17538
12294,20.4,pg,bicycle,mess,3,5,3,14.2,4,13,8598
14955,4.6,pg,public,mixed,8,21,2,17.3,2,23,12636
19320,20.2,rented,walk,mess,12,2,5,17.7,2,0,14838
20894,11.9,hostel,walk,cafe,10,24,6,1.3,1,18,14347
3789,16.9,rented,public,home,2,31,0,8.6,2,23,6889
4868,26.4,pg,bicycle,cafe,6,13,3,12.4,2,25,8972
3421,2.9,hostel,walk,mess,9,3,4,16.6,2,2,7559
21122,13.4,hostel,walk,cafe,8,2,1,11.0,2,10,12347
12131,2.1,pg,walk,home,0,16,5,5.2,4,13,6872
16916,2.8,home,own_vehicle,home,8,1,4,16.0,1,4,11249
7492,20.3,home,walk,cafe,12,36,2,15.8,3,24,12677
18007,25.4,rented,bicycle,mess,1,2,2,13.9,2,21,9608
11012,0.4,home,own_vehicle,home,9,28,4,10.6,2,3,11159
21274,17.6,hostel,public,home,10,27,4,5.4,4,23,14412
14664,19.5,hostel,own_vehicle,mixed,6,30,5,17.5,4,15,13265
16045,26.1,pg,bicycle,mixed,3,27,4,11.0,3,0,11040
5876,21.9,home,bicycle,mixed,6,11,4,4.0,4,13,7470
17253,13.4,hostel,bicycle,mixed,10,25,0,19.0,3,5,13473
9136,16.6,hostel,own_vehicle,cafe,9,37,1,16.4,1,4,12661
13599,10.4,home,own_vehicle,mixed,2,27,2,19.5,4,12,10322
12711,0.9,pg,public,mess,5,1,0,18.5,3,3,8838
17444,3.5,home,public,mixed,8,37,1,11.9,2,18,12842
14550,26.0,rented,walk,mixed,1,7,6,19.6,4,1,10126
4837,26.2,rented,walk,mess,11,38,1,6.0,2,16,11311
17654,16.9,home,public,mixed,0,40,1,13.2,2,18,10089
9428,0.7,hostel,bicycle,cafe,10,0,0,13.2,4,26,9975
23498,1.3,rented,bicycle,mess,6,38,2,3.8,2,5,13816
10440,25.6,home,bicycle,mess,10,35,0,8.3,1,0,10756
19334,19.2,hostel,bicycle,cafe,12,11,3,13.4,4,4,14770
11505,21.1,home,public,home,7,40,2,19.9,3,15,11449
6015,24.2,rented,public,mixed,10,38,2,18.1,4,8,12943
4628,21.7,home,bicycle,cafe,10,19,2,18.9,2,8,10129
13823,21.8,rented,own_vehicle,mixed,8,34,5,16.6,3,29,15207
19846,6.1,rented,bicycle,cafe,8,14,5,18.9,3,20,14916
20925,28.4,pg,own_vehicle,mixed,3,27,3,16.8,3,7,13775
8054,1.1,home,own_vehicle,cafe,8,30,0,18.6,3,7,11158
8212,23.2,home,bicycle,cafe,4,15,6,19.5,4,19,9339
14049,26.0,hostel,public,mess,12,19,2,16.2,3,23,13558
4044,18.0,rented,own_vehicle,mixed,2,0,0,9.7,3,5,6538
22775,22.8,hostel,own_vehicle,mixed,3,31,1,17.0,3,8,13636
23805,23.7,rented,walk,home,8,1,0,9.0,3,17,13218
14506,3.5,hostel,bicycle,mess,4,21,0,13.5,1,9,8860
9872,10.4,hostel,bicycle,mixed,9,16,6,14.0,2,26,11087
10333,22.6,rented,bicycle,mess,12,6,0,3.7,3,18,11318
3956,8.4,pg,own_vehicle,cafe,2,29,6,6.0,4,26,8677
15461,27.2,rented,walk,mess,8,23,3,5.2,2,17,12460
14471,10.6,rented,walk,cafe,10,27,0,16.2,1,18,13908
10607,9.9,hostel,own_vehicle,cafe,5,22,2,15.4,2,22,10799
17868,21.0,home,bicycle,mixed,2,34,6,3.0,4,6,10521
11108,13.4,home,walk,home,1,20,6,10.0,4,23,7281
8465,22.9,rented,walk,home,12,27,0,10.8,1,16,11945
24463,13.4,pg,walk,mess,6,36,1,2.6,4,7,13605
3661,23.7,pg,public,mess,6,31,0,6.9,1,22,8135
13811,21.7,pg,bicycle,mixed,7,14,5,16.3,2,30,12053
10055,8.6,pg,walk,cafe,8,22,6,18.8,3,20,12183
7989,1.9,rented,bicycle,mixed,4,23,0,17.3,2,17,8984
8757,23.6,pg,walk,home,4,8,3,7.9,3,14,7466
15405,14.1,hostel,walk,cafe,4,37,0,15.2,3,6,11194
5787,15.7,pg,public,home,6,39,2,5.3,1,28,9017
4249,20.6,pg,own_vehicle,mixed,1,6,2,1.3,2,21,5823
22154,3.6,home,bicycle,mixed,12,21,6,2.2,4,6,14769
8299,15.4,home,bicycle,mess,11,3,5,10.6,2,26,9850
23268,4.8,hostel,bicycle,mixed,9,4,6,7.1,2,21,13525
18089,13.2,home,walk,mess,5,8,4,10.8,4,15,10150
3032,13.4,rented,public,mess,5,12,0,5.8,3,1,6670
3339,24.3,pg,walk,home,12,24,5,16.3,2,17,11002
19199,16.7,hostel,bicycle,cafe,10,22,0,4.2,3,16,13451
16099,13.7,home,walk,home,10,3,2,1.2,2,8,10012
16372,20.6,home,public,cafe,10,4,4,14.5,2,7,12807
16892,16.3,hostel,walk,mess,3,35,5,3.5,2,2,10115
4588,26.2,rented,walk,home,3,17,3,2.1,3,5,6479
7879,0.3,pg,bicycle,cafe,12,15,1,1.6,2,21,10809
5516,26.5,home,walk,mixed,3,26,6,1.2,1,20,6869
18692,29.7,home,walk,mixed,11,32,4,14.4,4,13,15122
18798,5.7,hostel,walk,cafe,2,5,2,14.3,1,24,9614
4650,29.0,hostel,own_vehicle,mess,6,15,2,11.7,1,25,8501
24437,20.2,rented,walk,home,3,29,0,11.1,1,24,12805
6608,26.5,hostel,public,cafe,5,16,2,9.0,4,4,8533
23212,12.0,rented,own_vehicle,mess,9,11,3,9.1,1,7,15161
17391,13.5,hostel,own_vehicle,home,6,15,4,7.7,1,4,11263
16163,23.0,home,own_vehicle,home,0,23,2,10.4,4,3,8930
9409,16.4,home,public,mess,2,8,1,14.1,3,21,6656
15477,28.9,rented,public,mixed,6,11,3,9.1,2,0,11783
12727,28.6,hostel,walk,mixed,6,6,5,6.7,1,11,9500
9080,9.0,pg,walk,mixed,8,26,1,17.9,4,8,10924
18702,1.0,rented,own_vehicle,cafe,6,34,4,8.4,4,29,15068
3715,6.7,pg,walk,mess,4,34,1,10.2,2,12,7095
10438,20.8,hostel,public,home,11,9,6,19.1,1,21,11796
24097,5.2,hostel,own_vehicle,cafe,9,14,2,2.2,3,1,14653
15357,22.3,pg,walk,mess,8,28,1,3.4,2,8,11538
18722,3.9,pg,walk,mess,8,7,3,14.2,4,20,12259
4750,25.5,home,public,mixed,8,39,5,16.0,3,26,10906
21892,14.4,rented,own_vehicle,mess,5,10,6,3.6,4,3,13377
6616,8.5,home,public,mixed,5,33,5,2.8,1,30,8435
3308,13.1,home,bicycle,cafe,6,15,0,19.9,2,26,7675
6084,5.2,home,public,cafe,7,11,5,17.5,4,3,9189
16715,18.0,home,bicycle,mixed,8,32,0,2.7,2,16,11622
22332,19.5,hostel,own_vehicle,home,11,3,0,15.5,1,15,14321
5518,12.9,home,public,home,12,10,0,8.4,2,13,8866
6949,24.1,pg,walk,mixed,9,33,2,6.1,1,24,10724
4487,9.5,hostel,bicycle,mixed,10,10,4,7.8,3,11,8858
19904,23.3,pg,public,mixed,3,38,4,11.4,1,4,12829
18788,25.5,pg,bicycle,home,5,21,0,9.3,3,2,11053
22667,21.1,pg,public,mess,10,16,6,10.4,4,28,15674
8881,27.2,hostel,bicycle,home,6,2,0,14.2,4,7,7675
21725,18.0,rented,public,mess,3,35,2,7.0,1,10,12720
15766,6.7,hostel,bicycle,mess,12,30,4,8.6,3,24,13725
23373,1.6,home,public,cafe,12,37,4,9.8,3,29,17039
4052,17.0,pg,walk,mixed,7,40,6,17.9,3,20,10796
6045,12.7,hostel,walk,home,3,39,3,4.7,4,14,7125
3943,14.5,pg,walk,mixed,10,14,5,6.6,1,22,9476
8906,9.3,pg,bicycle,cafe,1,39,4,17.7,2,25,9557
5009,12.5,pg,bicycle,home,6,20,2,18.1,1,28,8284
20834,3.2,rented,public,cafe,2,18,6,19.5,3,4,13088
24934,29.6,hostel,bicycle,cafe,3,23,0,14.3,3,14,13118
16479,10.7,hostel,walk,mixed,10,4,2,8.9,3,0,11505
23076,24.1,rented,walk,cafe,7,22,1,12.8,1,28,15108
9308,14.1,rented,public,home,4,20,0,14.0,1,16,8800
8868,11.7,hostel,walk,mess,10,12,2,8.3,3,5,9475
21936,17.9,pg,walk,home,3,30,3,14.5,4,18,12408
24756,28.1,home,bicycle,home,9,22,1,5.4,4,2,13701
21634,7.7,hostel,bicycle,mess,9,14,6,16.1,2,8,13758
24420,19.0,pg,public,mess,6,27,5,4.4,2,8,14076
16438,5.9,rented,bicycle,home,4,13,3,8.0,4,13,10207
23063,7.8,hostel,own_vehicle,cafe,12,18,1,6.4,2,12,16088
23323,28.4,rented,public,mess,7,17,1,7.5,1,18,14076
14383,5.1,rented,public,mixed,10,0,1,11.8,4,9,12220
13707,6.4,hostel,own_vehicle,mixed,5,2,2,9.7,2,0,9438
4233,22.9,rented,public,home,8,32,3,5.0,3,9,9817
23005,19.4,home,own_vehicle,mixed,7,37,4,12.6,3,14,15548
3537,12.4,hostel,own_vehicle,mess,6,37,0,2.6,3,19,8243
17428,27.3,hostel,walk,home,12,33,2,16.1,4,3,14586
14033,11.9,rented,own_vehicle,mixed,11,20,0,13.4,1,17,14296
19553,12.8,hostel,walk,mixed,7,18,2,11.7,2,6,12094
12308,20.9,rented,own_vehicle,cafe,0,17,2,15.4,1,20,10078
13981,23.5,home,bicycle,mixed,5,19,0,3.6,3,28,9297
8830,23.9,home,walk,mixed,11,34,4,4.2,3,25,11704
17604,3.9,hostel,bicycle,cafe,0,15,4,7.2,4,13,8956
8650,22.7,rented,walk,mixed,12,15,4,13.3,2,24,12849
16343,25.8,hostel,own_vehicle,home,5,32,2,5.2,1,0,11257
5603,25.5,pg,own_vehicle,mixed,9,21,0,19.4,2,0,11194
12632,19.4,rented,bicycle,mixed,7,22,4,8.1,4,1,11797
10085,11.7,home,bicycle,mess,3,27,1,5.8,3,6,7193
23606,17.9,home,own_vehicle,home,3,6,4,2.4,2,6,10819
10285,11.2,home,walk,mixed,11,3,3,17.8,1,28,10768
17630,9.2,rented,own_vehicle,mixed,6,11,5,8.9,2,12,13073
11028,28.3,home,public,mess,8,39,4,18.4,4,26,12459
19249,8.1,home,public,cafe,10,18,5,5.5,3,26,13954
19463,21.4,pg,public,home,7,29,6,5.8,1,30,13460
10865,14.4,home,own_vehicle,mixed,4,1,2,17.6,1,30,8871
18729,12.8,rented,walk,cafe,9,28,2,4.8,1,2,14096
13390,22.7,pg,bicycle,mess,9,37,0,16.0,1,18,12728
12101,22.2,home,public,mixed,5,32,1,5.6,3,23,9943
11630,10.4,rented,own_vehicle,cafe,3,21,1,18.4,2,30,11411
16487,13.0,hostel,walk,mess,4,29,0,17.3,1,2,10168
4963,22.1,rented,public,mixed,1,5,4,14.1,4,26,7232
13300,29.8,hostel,walk,cafe,8,13,5,19.3,3,12,12361
16971,2.5,rented,own_vehicle,mixed,6,5,4,13.2,4,16,12791
18953,20.1,rented,own_vehicle,mixed,6,24,4,17.8,1,23,14905
15218,21.4,rented,own_vehicle,cafe,9,37,2,1.3,1,8,14681
8376,21.1,pg,walk,home,9,11,3,9.0,3,27,9800
3568,9.6,home,bicycle,mixed,2,9,0,5.8,3,2,4104
10087,26.3,home,own_vehicle,mess,4,31,2,9.6,2,6,9443
21080,17.8,hostel,public,mixed,11,32,2,4.2,4,9,15128
12910,24.9,hostel,bicycle,cafe,9,16,2,3.0,2,29,11385
10403,23.5,home,bicycle,cafe,1,34,5,14.0,4,13,9158
13161,27.8,home,own_vehicle,cafe,1,13,0,19.4,3,2,9295
19563,20.3,hostel,bicycle,cafe,8,23,1,6.1,4,24,13302
13429,16.1,hostel,public,home,9,33,6,11.2,2,22,12575
6897,14.8,rented,public,mess,12,36,4,6.8,1,29,12827
8597,29.1,home,public,cafe,12,33,6,17.9,1,12,13734
18096,10.5,pg,bicycle,home,1,37,1,6.9,1,17,9706
4345,22.0,pg,walk,cafe,6,12,2,3.4,2,9,7660
8144,3.3,rented,own_vehicle,home,12,3,6,12.2,1,5,11958
5074,15.5,pg,own_vehicle,home,4,5,0,6.6,4,2,6580
9443,7.6,rented,public,cafe,3,3,0,7.1,1,6,7751
4929,24.3,rented,walk,mixed,7,34,0,13.8,1,28,10219
4554,18.6,home,public,cafe,10,20,2,9.7,4,7,9908
13008,9.9,rented,walk,home,9,37,0,3.7,3,10,11847
8003,1.8,rented,walk,mess,0,26,0,18.4,4,20,7312
15469,20.8,hostel,walk,mess,12,33,5,3.5,3,4,13600
7046,12.3,pg,own_vehicle,home,2,5,5,16.4,3,29,7822
23907,12.2,home,own_vehicle,home,0,33,1,13.0,4,18,11627
5829,22.4,hostel,public,home,2,40,5,18.5,3,15,8393
7243,22.8,home,walk,home,2,9,0,1.9,4,29,4902
11759,16.9,home,bicycle,cafe,12,12,4,9.8,1,4,11999
22990,10.6,rented,public,home,11,2,2,13.9,1,22,14850
7830,27.4,home,walk,mixed,0,18,4,1.5,2,8,5523
3419,12.7,rented,public,mixed,4,28,6,8.6,3,1,8634
21991,0.9,hostel,public,mixed,6,16,1,1.7,4,10,11733
23545,25.3,home,bicycle,home,8,35,3,11.1,4,23,14515
15481,10.6,pg,walk,home,6,3,3,13.3,2,26,10049
22384,0.9,hostel,walk,home,8,24,0,18.5,4,26,13377
22304,8.5,home,walk,mess,3,32,0,4.9,1,24,10583
11400,25.7,rented,bicycle,home,11,36,2,6.9,1,8,12893
18060,24.3,hostel,public,home,4,28,1,11.7,3,28,11173
6046,28.7,home,own_vehicle,home,10,3,6,11.7,2,4,9803
24545,22.0,home,walk,cafe,8,33,3,16.5,4,26,15946
13870,11.5,pg,bicycle,cafe,12,34,5,4.5,2,16,14475
8398,21.6,hostel,walk,home,2,15,2,5.0,4,28,6288
19710,15.5,home,public,mixed,7,26,5,10.4,1,19,13095
16081,8.5,pg,own_vehicle,cafe,11,17,4,7.2,4,10,14804
7802,2.6,rented,bicycle,mess,7,20,2,14.0,3,19,9832
23594,4.9,home,public,mixed,4,5,5,2.2,3,16,11121
15640,20.6,pg,own_vehicle,mixed,5,7,6,15.2,1,25,12211
23221,18.6,home,public,cafe,3,17,4,8.7,3,2,12092
14737,23.4,home,public,mess,9,25,3,11.1,4,7,12175
3260,27.4,hostel,bicycle,cafe,11,32,6,4.5,1,12,10826
9280,25.1,hostel,public,mixed,10,40,1,4.3,3,4,11721
7137,15.8,pg,public,home,7,24,3,11.5,3,13,9554
24459,20.9,hostel,walk,cafe,0,13,1,18.3,1,2,11002
13932,26.1,home,bicycle,cafe,12,33,3,8.6,4,3,14001
14335,9.9,rented,own_vehicle,mess,5,15,4,3.9,4,1,11154
23154,26.7,home,public,mixed,10,8,3,3.6,3,23,14061
9757,12.0,rented,walk,mess,9,9,5,11.1,3,13,10902
17563,22.2,pg,public,mess,2,5,2,19.4,2,17,10044
11057,25.9,home,own_vehicle,cafe,5,35,1,2.7,2,12,10588
8976,12.6,pg,public,mixed,7,32,2,6.5,4,0,10492
17608,16.9,hostel,own_vehicle,cafe,1,36,5,11.8,1,19,12052
19543,2.1,home,public,cafe,1,9,4,13.9,3,9,9856
6144,23.8,pg,public,home,10,6,3,18.4,2,16,10137
11012,15.6,rented,own_vehicle,cafe,7,28,3,7.7,3,18,12916
4202,14.5,rented,public,cafe,11,39,2,13.3,2,20,12735
13024,6.8,home,own_vehicle,mixed,1,21,6,8.8,2,30,9200
7615,21.8,rented,walk,mixed,6,15,2,17.4,3,6,9892
14794,17.9,home,walk,mess,10,3,0,3.3,3,20,10056
11266,14.0,pg,public,cafe,3,4,6,18.0,3,22,9860
20581,14.6,pg,public,cafe,7,32,2,8.6,1,7,14143
14226,8.3,home,public,mess,6,34,2,17.6,3,14,11231
10012,18.7,rented,bicycle,home,2,34,2,19.4,3,17,9598
3578,25.1,rented,own_vehicle,cafe,7,23,4,2.9,4,12,10600
4451,4.8,rented,walk,home,6,10,1,5.1,3,14,6877
3061,9.2,home,walk,cafe,6,37,3,13.0,1,8,8304
19144,20.1,home,bicycle,cafe,1,35,2,14.6,3,1,10972
19980,21.4,home,public,cafe,11,25,0,3.3,1,6,13987
22938,24.8,hostel,walk,mess,7,22,4,13.9,1,24,13701
6436,13.3,hostel,own_vehicle,mixed,9,17,4,1.6,4,22,10232
22575,5.5,rented,public,mess,6,9,0,15.2,3,18,13067
10744,20.0,home,own_vehicle,mixed,10,15,2,20.0,4,15,12503
10869,11.2,rented,own_vehicle,mess,7,3,3,3.4,2,8,10122
