monthly_allowance,distance_from_campus,accommodation_type,transport_type,meal_habits,outings_per_month,gaming_hours,club_events,mobile_data_usage,year_of_study,printing_frequency,predicted_spending
14822,8.9,home,walk,mess,10,22,3,5.6,2,30,9849
4306,20.5,rented,own_vehicle,mess,6,16,4,14.8,1,29,7933
19936,24.7,rented,own_vehicle,mixed,0,18,5,4.7,1,30,11421
6144,5.2,hostel,walk,home,10,40,6,5.1,4,26,7978
6405,6.3,home,walk,home,0,29,5,7.3,1,2,4265
4778,5.5,rented,walk,home,4,26,3,9.6,4,13,6296
13367,0.7,hostel,walk,mess,12,37,0,14.3,1,11,10161
19476,3.4,rented,walk,cafe,12,28,3,8.5,1,15,13450
8122,16.1,pg,own_vehicle,cafe,10,9,2,13.9,3,30,9965
3365,16.7,pg,walk,mess,0,36,4,8.5,1,9,4618
9883,22.5,rented,bicycle,mixed,10,32,1,4.1,2,19,9907
11281,6.0,pg,walk,mixed,10,35,0,6.5,1,8,9333
6217,6.1,home,public,cafe,2,15,0,6.4,1,28,5250
9340,9.7,home,public,cafe,11,37,1,11.7,3,25,9756
13365,28.8,pg,walk,cafe,3,14,5,15.1,4,8,9398
14779,4.2,rented,own_vehicle,mixed,7,22,6,6.8,1,5,11156
24153,18.3,rented,bicycle,home,4,40,0,14.8,1,27,13008
19619,19.0,home,bicycle,mess,8,16,4,18.0,4,20,11624
7870,11.1,pg,public,home,7,32,4,2.7,3,16,7882
3347,19.9,pg,bicycle,mixed,2,11,4,19.0,2,23,5537
18843,28.2,hostel,bicycle,mixed,3,4,2,8.0,1,21,9489
9775,15.6,rented,own_vehicle,mixed,7,2,0,19.6,3,3,9420
20084,19.1,rented,public,home,6,24,2,12.2,1,16,11959
11243,11.4,pg,own_vehicle,cafe,5,31,6,10.2,1,16,9963
7553,13.3,pg,walk,cafe,3,9,1,4.0,1,21,6165
10547,12.6,rented,walk,mixed,10,30,3,5.0,2,20,10047
16464,0.9,hostel,bicycle,home,2,40,4,1.7,2,1,8300
8450,7.9,pg,own_vehicle,mess,11,18,0,5.1,4,27,9442
18783,5.3,home,bicycle,home,9,32,2,4.2,3,29,10904
17859,18.0,hostel,bicycle,mixed,6,8,0,1.3,4,26,9831
7900,18.2,pg,own_vehicle,mess,12,34,4,15.3,1,15,10430
24606,4.1,hostel,own_vehicle,mixed,5,2,5,11.1,2,30,12825
18798,23.7,home,public,mess,6,8,2,10.1,2,29,10366
5746,8.6,home,public,home,0,0,4,10.9,1,12,3809
24448,6.3,rented,own_vehicle,cafe,1,9,3,13.4,3,8,12929
20567,12.8,rented,public,mixed,12,13,3,11.5,4,5,13904
15131,16.9,home,public,cafe,9,22,6,14.4,2,27,11255
24603,3.7,pg,own_vehicle,home,1,13,4,8.6,3,25,11965
21041,18.5,hostel,bicycle,mixed,10,0,6,2.7,2,15,11870
22668,13.2,hostel,public,home,5,5,4,1.7,4,29,11179
16128,18.5,rented,walk,home,10,31,3,1.2,3,6,11301
4101,23.6,pg,bicycle,mess,5,15,5,1.0,2,2,5532
12041,23.4,rented,own_vehicle,mixed,9,12,4,1.3,1,29,10801
5954,16.6,rented,public,cafe,3,38,1,9.6,4,18,7868
3152,8.0,home,walk,mess,8,18,2,19.0,3,28,6027
20626,24.4,rented,own_vehicle,mixed,9,30,6,5.6,3,30,14655
18035,20.5,hostel,own_vehicle,mess,4,4,3,13.0,2,21,10357
10534,24.0,home,public,mess,11,16,1,6.5,4,21,9123
14206,2.5,pg,own_vehicle,cafe,5,13,4,6.1,2,15,10001
9542,7.2,pg,public,home,3,12,6,5.7,3,4,6874
6495,3.8,hostel,own_vehicle,mess,12,34,0,17.1,3,19,9283
13335,14.9,rented,own_vehicle,home,12,32,2,8.6,2,1,11837
20227,24.0,home,walk,cafe,6,11,3,19.6,4,10,11551
3275,0.6,pg,own_vehicle,mess,5,23,4,17.4,2,17,6732
11613,7.3,home,public,cafe,2,31,3,5.0,3,11,7625
16126,8.5,pg,bicycle,home,1,17,6,5.5,4,27,8788
15480,6.0,pg,own_vehicle,mess,2,26,3,3.6,3,25,9596
18945,9.1,hostel,own_vehicle,mess,11,10,0,5.1,3,15,11870
23639,3.1,rented,public,cafe,5,35,4,18.7,3,11,14150
3649,12.5,rented,bicycle,home,12,18,2,7.2,4,24,7945
17645,26.7,home,public,mixed,10,9,6,4.2,3,13,11337
23685,18.4,home,walk,mess,2,21,1,7.0,3,22,10635
11764,18.2,home,public,mixed,12,23,5,12.2,4,13,10575
8482,5.7,hostel,bicycle,home,10,16,5,14.3,1,6,7814
8469,12.0,hostel,walk,mixed,8,3,0,15.6,1,3,6987
11600,18.6,hostel,own_vehicle,cafe,3,15,5,6.4,2,4,8487
20260,25.2,hostel,walk,cafe,5,30,3,19.5,3,17,12089
17576,4.2,pg,own_vehicle,mixed,8,40,5,11.1,3,15,12771
20683,7.0,hostel,own_vehicle,cafe,5,26,2,4.0,1,0,11491
20148,24.5,pg,public,cafe,7,34,0,14.1,4,30,13253
18632,9.1,home,public,home,12,0,4,8.1,4,28,11498
21368,13.2,pg,bicycle,mixed,6,14,2,2.5,2,16,11346
23093,24.3,rented,public,cafe,6,12,6,2.3,2,9,13316
6616,19.2,home,public,mixed,3,20,0,3.9,1,5,5307
6351,8.6,pg,own_vehicle,mess,3,5,1,1.3,2,10,5807
16770,9.5,home,public,mixed,11,2,2,2.5,2,1,10122
11732,23.3,hostel,own_vehicle,home,3,16,6,8.2,1,3,7978
11157,11.7,home,bicycle,mess,3,29,5,15.6,2,15,7543
15750,20.5,rented,public,home,10,2,5,18.8,1,8,11442
18768,19.2,pg,public,mess,10,13,0,5.5,4,10,11746
3493,5.2,rented,walk,mixed,12,15,0,19.4,4,22,8354
22536,4.8,hostel,bicycle,home,7,5,5,12.8,1,1,11075
14649,19.4,hostel,bicycle,mixed,3,20,4,16.0,3,25,9219
17375,22.0,hostel,own_vehicle,cafe,11,8,2,18.1,4,22,12988
17336,16.9,home,bicycle,home,8,22,2,14.9,3,27,10532
22617,27.5,pg,walk,home,7,18,6,6.0,3,14,12464
3023,23.3,home,bicycle,mess,9,23,6,12.8,3,23,6730
5075,19.8,home,bicycle,mixed,12,35,1,12.6,3,13,8107
24001,9.8,hostel,walk,mess,2,11,6,1.6,1,15,10432
9278,3.1,home,own_vehicle,cafe,0,23,1,12.5,1,0,6409
9839,19.7,hostel,own_vehicle,mess,5,35,5,18.8,4,26,9552
15093,23.9,hostel,public,mess,11,4,6,6.8,2,30,10838
20022,3.1,pg,own_vehicle,home,3,33,5,5.7,2,17,11309
21289,12.6,hostel,public,mixed,11,27,0,4.2,2,17,12700
16158,15.2,pg,own_vehicle,cafe,5,35,2,17.1,4,24,12108
23750,13.0,rented,bicycle,home,6,35,5,5.8,4,14,13359
16011,0.2,hostel,public,mess,8,8,2,1.1,2,6,9121
13318,0.8,rented,bicycle,mess,0,29,2,4.0,3,11,7770
22076,7.6,rented,public,mess,9,25,4,18.4,1,23,13906
13639,23.8,pg,own_vehicle,mess,9,19,0,14.9,4,2,10959
4832,27.7,rented,public,mixed,6,7,6,15.6,1,20,7716
23715,11.6,rented,walk,cafe,8,36,1,7.2,2,4,13869
4655,20.3,home,own_vehicle,mess,3,27,2,15.9,2,4,6005
14015,2.7,hostel,own_vehicle,cafe,1,25,4,9.3,2,24,9050
7419,14.5,pg,own_vehicle,mixed,10,36,1,11.7,2,7,9577
5347,8.1,home,public,mess,1,26,3,7.9,2,10,4712
14289,17.9,hostel,public,home,5,39,6,19.8,4,19,10324
7778,13.3,pg,bicycle,cafe,2,5,0,15.1,2,30,6543
23349,27.8,rented,walk,cafe,11,7,2,9.6,1,10,14171
9848,22.3,pg,bicycle,cafe,8,30,4,14.9,2,22,9847
24897,0.7,hostel,public,home,0,18,1,16.0,3,1,10575
18235,19.7,hostel,walk,mixed,10,17,5,17.2,3,27,12211
6535,0.8,home,bicycle,mixed,8,6,2,10.2,1,5,6032
9516,15.1,home,walk,mess,3,33,2,7.3,4,23,6860
8144,0.7,rented,public,cafe,3,32,2,16.4,3,28,8515
15686,26.7,hostel,public,home,2,21,3,13.5,1,23,8852
15524,15.7,pg,own_vehicle,home,9,9,3,19.4,3,14,11458
20767,4.1,pg,bicycle,home,4,33,1,9.2,2,20,10835
21508,27.5,rented,walk,mess,2,20,6,17.7,1,24,11957
13442,26.4,home,own_vehicle,cafe,7,40,5,6.2,2,3,10684
7310,5.7,rented,bicycle,home,3,1,2,2.5,4,4,5701
19460,25.4,home,public,home,6,31,3,3.6,2,7,10577
4056,12.4,hostel,public,mixed,3,12,6,4.9,2,29,5389
17394,26.0,home,public,mixed,3,27,3,15.7,4,23,10406
13253,11.9,hostel,walk,mixed,7,2,1,10.9,4,23,8726
4286,16.8,hostel,bicycle,cafe,7,25,2,15.7,3,14,6979
8455,12.8,hostel,bicycle,mixed,10,28,0,14.7,1,5,8267
22183,28.1,pg,own_vehicle,mixed,5,28,0,4.4,2,28,12925
17899,2.9,rented,bicycle,mess,1,7,5,9.5,3,2,9278
20164,21.3,pg,own_vehicle,mixed,0,10,2,11.7,2,5,10507
7738,5.5,hostel,own_vehicle,cafe,4,28,2,12.9,1,28,7883
7311,28.8,hostel,public,mess,7,31,6,10.5,1,19,8043
19169,7.3,home,own_vehicle,mixed,7,5,4,12.4,2,28,11438
20935,8.5,pg,walk,home,2,3,5,7.6,2,27,9918
4062,20.1,rented,public,mess,0,6,3,19.9,2,21,5554
12318,18.4,pg,own_vehicle,cafe,0,5,6,6.7,3,28,8646
15417,24.6,home,walk,cafe,7,8,0,14.2,3,10,9607
20270,12.5,pg,bicycle,mess,1,36,5,19.6,1,15,10908
22817,28.0,rented,own_vehicle,cafe,4,33,4,19.9,3,29,14901
7250,18.5,home,own_vehicle,mixed,12,11,4,5.4,3,6,8802
3051,3.7,home,walk,home,12,39,3,8.9,3,11,6788
21363,24.2,pg,walk,home,11,18,2,16.0,3,9,13054
19603,16.6,hostel,walk,cafe,5,25,5,11.8,1,26,11336
8755,6.0,rented,own_vehicle,mixed,12,2,5,3.6,2,20,10102
18093,26.8,rented,own_vehicle,mixed,11,3,6,10.9,3,17,13692
20559,0.8,rented,public,mess,2,17,6,1.6,4,20,11006
20507,25.3,home,bicycle,mess,12,19,5,17.3,1,8,12703
16561,2.8,pg,public,mixed,4,13,4,6.7,1,11,9499
4225,23.4,hostel,own_vehicle,mess,12,30,4,3.9,3,29,8723
18842,22.0,rented,public,home,12,6,6,19.7,2,6,13295
4197,13.9,hostel,walk,cafe,0,38,6,2.7,4,28,5483
4511,3.3,rented,walk,cafe,10,13,2,4.8,3,8,7601
20441,9.7,home,walk,cafe,2,10,2,3.2,1,6,9134
20777,10.6,rented,public,home,11,18,4,5.7,1,9,12959
23095,26.8,home,walk,home,0,30,5,2.0,4,1,10096
5821,12.9,pg,own_vehicle,cafe,4,21,6,4.8,1,29,7671
18259,17.1,hostel,own_vehicle,mess,7,19,5,13.2,4,15,11882
10592,28.4,pg,public,cafe,6,11,5,18.4,3,25,9786
13641,13.7,hostel,walk,mixed,1,22,3,9.8,2,9,7590
14423,18.2,pg,walk,mixed,11,6,2,11.6,1,25,10628
12899,16.1,home,own_vehicle,home,9,15,4,4.0,4,12,9613
5164,10.4,home,own_vehicle,cafe,8,15,1,13.6,1,23,7448
21815,25.1,hostel,own_vehicle,cafe,8,6,6,9.5,3,30,13610
16297,2.3,hostel,own_vehicle,cafe,7,3,0,5.1,2,28,10257
22030,27.1,hostel,bicycle,home,7,34,2,8.4,4,6,12086
9739,20.5,rented,public,cafe,6,22,0,12.1,4,27,9628
7179,25.6,hostel,public,mess,0,35,6,19.6,1,27,6729
12247,26.0,pg,own_vehicle,mixed,10,20,5,8.3,4,13,11383
20862,6.5,pg,own_vehicle,home,3,35,3,17.0,3,26,12236
16671,4.8,pg,bicycle,mess,1,1,1,14.7,4,21,8506
17310,29.3,pg,walk,home,10,26,6,9.7,4,19,12138
8891,13.7,home,own_vehicle,mixed,5,14,1,9.1,1,18,7353
19323,25.4,pg,public,mixed,8,36,2,1.6,1,18,12188
18835,21.2,hostel,own_vehicle,mess,2,33,6,19.7,3,14,11466
19939,2.5,hostel,bicycle,mixed,10,4,5,13.0,3,19,11854
4729,27.1,hostel,own_vehicle,mixed,8,30,4,14.9,4,11,8471
12654,8.8,hostel,public,cafe,0,40,3,12.0,1,21,8181
12560,24.3,hostel,public,mixed,1,8,4,2.5,3,8,7238
7343,18.6,rented,public,mess,11,7,4,4.3,2,21,8895
17635,11.2,pg,public,home,7,11,6,11.0,1,10,10635
5765,29.0,pg,own_vehicle,mixed,12,24,1,13.6,2,6,9559
21931,22.1,rented,walk,cafe,12,7,0,4.2,4,15,13878
12875,14.4,pg,own_vehicle,mixed,7,16,1,11.1,4,0,10078
12463,27.8,home,own_vehicle,cafe,8,2,0,18.4,3,30,10167
17148,18.4,rented,public,cafe,4,6,2,13.4,4,14,11035
10923,22.1,pg,public,home,5,35,0,13.8,1,0,8303
16475,3.1,hostel,own_vehicle,cafe,3,18,2,4.7,1,19,9625
6012,1.9,pg,walk,mess,1,38,1,8.1,2,28,5619
6632,20.9,rented,public,mixed,10,4,5,9.6,3,24,9065
16991,20.8,rented,public,home,12,4,2,15.8,4,12,12425
13900,29.9,rented,public,home,7,4,3,19.6,2,19,10422
15865,5.5,home,walk,home,8,27,1,12.7,1,29,9566
17469,21.5,hostel,walk,mess,1,36,5,5.8,4,0,9204
19308,4.6,hostel,walk,mixed,4,9,5,7.3,4,18,10067
3121,15.6,home,own_vehicle,mixed,6,4,4,5.3,4,30,6114
18796,3.8,rented,public,cafe,6,3,5,19.9,1,11,11892
20518,25.6,rented,walk,mixed,12,18,5,4.9,1,30,13851
15588,19.9,rented,own_vehicle,mess,10,22,3,2.6,4,23,12389
9208,4.4,pg,walk,home,7,24,0,16.1,3,15,7854
20496,29.0,home,walk,mess,5,3,2,16.0,1,12,10185
6872,6.5,home,bicycle,home,1,2,5,3.7,1,15,4012
23262,1.6,pg,walk,home,10,3,2,16.6,1,14,12450
23028,5.3,hostel,walk,mess,7,38,6,12.7,1,25,12702
9640,12.9,home,public,mess,10,36,4,3.6,2,24,8892
4493,17.9,rented,walk,mess,4,9,6,8.9,3,17,6304
8406,13.3,hostel,bicycle,mess,12,40,4,8.1,2,0,8980
18956,2.6,hostel,bicycle,mess,11,37,2,8.9,4,22,12211
7158,6.3,rented,own_vehicle,mixed,3,11,4,14.1,2,22,7892
19380,18.4,hostel,public,cafe,6,0,4,5.5,1,16,10688
6135,18.6,pg,own_vehicle,home,4,3,1,3.1,2,21,6171
18545,15.0,pg,walk,mess,10,23,2,5.0,3,10,11598
23211,24.2,home,walk,mess,11,3,4,4.3,1,15,12248
19872,3.7,pg,own_vehicle,cafe,6,12,5,13.9,3,7,12478
6608,9.9,hostel,bicycle,mixed,3,24,1,2.4,4,1,5535
17282,4.5,home,bicycle,mixed,5,8,3,14.7,3,8,9350
9626,10.2,hostel,walk,cafe,2,7,6,9.8,4,5,6782
14258,6.8,rented,bicycle,home,9,35,6,5.4,4,27,11240
20097,14.8,pg,own_vehicle,mixed,4,0,5,9.1,2,7,11303
13724,13.1,pg,bicycle,mess,6,2,0,19.8,1,13,8727
20403,12.0,hostel,own_vehicle,mixed,3,5,4,15.3,4,30,11498
10143,4.2,rented,bicycle,mess,0,30,5,6.8,4,27,7550
21690,22.5,hostel,own_vehicle,mixed,12,8,6,14.4,2,25,14365
15137,18.9,hostel,walk,mixed,11,21,4,1.6,4,24,10905
11840,21.0,pg,walk,cafe,11,3,4,19.0,3,28,10791
4689,3.5,rented,own_vehicle,mess,5,23,1,13.3,1,17,7199
9708,4.3,rented,bicycle,mess,10,30,5,18.8,2,24,10255
10387,9.7,rented,own_vehicle,cafe,0,4,2,7.6,4,16,7984
20258,24.9,home,public,mixed,9,23,6,13.8,1,6,12358
18003,2.8,home,bicycle,cafe,1,6,1,6.2,2,15,8195
7931,26.3,hostel,public,mixed,10,34,1,10.0,4,14,9114
24125,0.8,pg,walk,mess,12,14,6,19.0,3,13,14366
21962,10.4,rented,own_vehicle,mixed,7,19,4,3.5,3,5,13394
11519,7.0,rented,public,mess,2,22,2,9.7,2,19,8131
8268,21.4,rented,bicycle,home,11,9,1,5.5,1,10,8389
21826,4.0,rented,public,home,3,35,5,1.7,3,11,11737
7847,11.3,pg,public,mess,0,25,3,15.6,4,29,6791
13492,4.9,rented,public,mixed,4,36,5,3.8,4,10,9978
6680,22.0,hostel,bicycle,mess,4,1,3,12.7,2,14,5716
14711,3.0,hostel,bicycle,home,12,17,1,1.4,4,21,9965
5863,29.3,home,bicycle,mixed,5,38,4,10.7,1,29,6973
24848,11.0,pg,own_vehicle,cafe,6,23,0,6.4,3,9,13798
17600,26.3,hostel,bicycle,mixed,11,26,6,9.4,2,25,12318
16888,21.9,home,bicycle,mess,2,13,2,10.0,3,2,8290
22355,22.7,hostel,walk,mixed,10,17,3,4.3,4,22,12912
21609,22.7,pg,bicycle,home,6,18,4,10.3,3,26,12034
22176,9.3,home,bicycle,mess,12,0,1,6.0,4,3,11863
24424,20.0,rented,own_vehicle,home,7,15,0,3.3,3,15,13614
5186,18.0,rented,own_vehicle,mixed,4,40,5,10.0,1,11,8193
19794,22.0,hostel,public,home,9,3,1,7.1,2,11,10901
8351,1.8,rented,own_vehicle,cafe,0,18,2,11.1,1,16,7399
9350,23.0,pg,walk,home,8,20,6,7.0,3,8,8412
14879,3.1,rented,bicycle,mess,2,33,2,8.1,4,13,9253
14151,27.6,pg,walk,home,2,32,1,16.8,1,13,8644
18089,27.5,hostel,bicycle,mess,7,22,2,14.1,2,26,10976
17481,26.7,rented,bicycle,cafe,0,7,1,3.4,2,22,9406
10424,9.4,pg,bicycle,mess,6,7,0,1.4,4,24,7456
17131,1.5,hostel,walk,mess,7,7,2,1.8,3,21,9245
3336,22.7,hostel,bicycle,home,2,22,0,2.7,3,30,4206
21997,10.6,pg,bicycle,mess,1,37,6,1.3,2,22,10978
9276,28.9,pg,walk,mess,3,32,6,14.4,3,22,8217
22312,5.7,hostel,bicycle,cafe,6,27,1,10.8,4,3,12009
13298,3.9,hostel,bicycle,mixed,12,23,5,6.5,1,2,10076
13751,14.9,home,public,mixed,9,19,5,19.5,4,7,10483
21150,12.3,home,bicycle,mess,12,30,5,8.0,1,21,12774
19110,20.2,home,own_vehicle,mess,1,9,3,8.6,1,23,9539
8528,2.1,pg,public,home,9,25,0,5.4,4,23,8236
19354,8.5,rented,own_vehicle,cafe,7,38,3,19.8,3,4,13923
17897,3.4,rented,own_vehicle,mixed,3,40,1,1.6,1,26,11254
5235,15.0,hostel,bicycle,mixed,9,20,1,6.8,1,24,6812
5507,19.9,home,own_vehicle,home,4,31,3,10.6,3,25,6729
20712,16.5,hostel,own_vehicle,mess,6,28,2,17.2,4,14,12547
4179,1.2,rented,bicycle,mixed,6,8,2,14.6,4,24,6802
6584,17.2,home,own_vehicle,mixed,8,10,4,2.1,3,15,7485
22367,29.1,rented,public,cafe,0,1,4,1.9,3,11,11253
22135,1.0,rented,own_vehicle,mess,6,22,2,8.8,1,21,12921
11002,7.6,rented,walk,mess,4,7,2,4.2,3,1,7384
18103,19.8,home,own_vehicle,cafe,0,30,4,1.4,3,12,9906
21689,11.8,hostel,own_vehicle,mess,11,13,2,10.4,3,5,13134
23146,9.1,home,bicycle,mixed,10,4,6,17.2,2,9,12761
11688,1.6,home,bicycle,mess,11,37,0,12.2,3,2,9195
21560,24.1,home,own_vehicle,home,5,4,5,16.7,3,13,11703
24740,16.3,pg,own_vehicle,mixed,4,39,4,9.6,2,28,14137
3609,18.9,pg,own_vehicle,home,10,29,2,18.8,4,29,8733
21550,21.9,hostel,bicycle,cafe,7,9,1,3.9,3,27,11749
17266,12.4,hostel,bicycle,mixed,4,18,5,4.1,2,12,9428
10814,3.6,pg,walk,home,12,19,3,10.2,4,13,9603
24198,27.2,pg,bicycle,cafe,2,1,2,16.0,3,21,12127
21045,5.4,hostel,own_vehicle,mess,0,5,2,12.4,1,28,9914
16336,26.9,hostel,own_vehicle,home,3,7,4,15.0,1,16,9562
24765,24.9,rented,own_vehicle,mess,3,38,0,15.7,3,10,14046
22147,22.2,pg,own_vehicle,home,2,6,1,5.1,3,14,11020
16381,7.8,hostel,own_vehicle,cafe,11,7,2,11.4,4,21,12091
11072,28.9,pg,public,mixed,11,23,6,6.9,1,26,10701
24699,24.0,hostel,bicycle,cafe,8,24,2,13.1,3,28,13960
6999,16.1,pg,own_vehicle,mixed,0,25,2,6.7,2,9,6467
9893,25.8,pg,own_vehicle,cafe,12,26,6,1.6,1,26,11249
19111,14.2,home,public,mixed,1,10,5,6.0,1,11,9012
16791,18.1,rented,own_vehicle,mess,12,3,5,13.2,4,25,13372
24007,4.3,home,bicycle,cafe,5,36,0,3.1,2,16,11822
24272,22.9,home,public,mixed,7,8,2,4.3,3,25,12414
12233,6.1,home,public,home,6,24,6,17.8,2,0,8474
3752,27.7,pg,walk,mixed,3,16,5,17.2,1,12,5893
23250,13.0,rented,bicycle,mess,5,10,4,3.2,4,24,12364
17867,24.9,home,walk,home,11,13,1,19.0,3,9,11149
19192,11.6,home,bicycle,home,4,12,3,4.4,2,0,8866
12509,29.3,pg,own_vehicle,home,5,37,5,13.3,1,0,9980
18364,4.2,rented,own_vehicle,home,11,24,5,9.0,3,2,13165
6122,16.8,hostel,public,home,7,22,4,18.8,1,0,6927
11311,15.2,home,public,mixed,10,23,1,19.4,1,18,9559
8877,8.0,home,public,mixed,2,5,2,14.5,4,4,6080
11532,3.7,hostel,bicycle,mixed,4,23,3,6.4,3,19,7711
11642,15.6,home,bicycle,cafe,11,31,6,19.1,4,1,10680
9190,4.6,pg,bicycle,mess,7,16,1,14.4,4,3,7823
19217,1.4,rented,own_vehicle,mixed,7,7,6,14.7,2,3,12520
14455,3.0,rented,bicycle,home,11,32,6,6.2,2,18,11358
3135,15.9,pg,own_vehicle,mess,3,31,5,2.8,3,0,6010
12315,20.5,hostel,own_vehicle,cafe,9,6,6,7.1,1,2,10034
18080,25.0,home,own_vehicle,cafe,9,0,2,19.4,4,10,12160
21650,4.1,hostel,public,cafe,12,3,5,2.3,4,2,12885
16069,7.8,pg,own_vehicle,mess,0,13,1,8.4,4,9,8850
24206,22.6,pg,walk,cafe,7,27,5,16.3,3,28,14380
22775,4.1,hostel,public,home,7,28,3,10.1,4,2,12103
16845,24.4,pg,own_vehicle,mixed,1,2,4,7.5,4,21,9975
10347,19.5,pg,own_vehicle,mess,4,29,3,2.5,4,9,8640
7869,29.5,rented,bicycle,mixed,4,36,0,11.5,1,16,8014
6526,15.4,home,walk,mixed,10,36,6,5.8,3,18,8149
5679,23.1,hostel,walk,mixed,2,11,6,8.5,1,13,5310
12753,9.6,home,own_vehicle,cafe,5,11,1,4.5,3,27,8864
6484,13.1,hostel,walk,mixed,1,0,1,13.5,4,22,5061
16274,26.1,home,public,cafe,11,25,6,6.8,2,4,11749
3454,5.9,hostel,bicycle,mess,3,30,5,3.8,2,13,4728
23514,25.8,pg,walk,cafe,12,29,1,10.0,1,3,14398
8442,27.1,home,own_vehicle,mixed,0,28,4,5.6,3,18,6870
15836,1.7,hostel,walk,mixed,6,31,5,12.0,3,1,9889
18974,12.1,home,bicycle,mess,8,1,3,12.0,1,8,10038
24243,12.6,home,walk,mixed,9,22,3,14.3,1,5,12816
12437,21.8,home,public,mixed,3,32,1,12.2,3,29,8542
22729,25.6,home,bicycle,cafe,11,24,3,16.8,3,25,14087
18477,24.0,pg,bicycle,cafe,11,5,5,10.2,2,6,12382
8122,18.3,hostel,own_vehicle,mixed,4,15,1,11.6,1,11,7215
11546,10.8,pg,bicycle,mess,12,4,2,9.2,2,3,9300
21415,6.9,rented,public,cafe,12,2,6,17.7,3,28,14768
7953,25.6,hostel,walk,mixed,12,29,6,15.4,1,25,9645
23007,18.4,hostel,walk,mess,2,40,0,17.5,3,5,11318
12572,21.3,home,walk,home,10,23,2,16.6,1,27,9426
9615,13.3,home,walk,home,12,30,2,6.4,2,2,8383
11716,11.3,home,public,home,2,33,3,16.0,2,25,7634
17051,12.5,home,own_vehicle,cafe,0,28,1,15.6,1,2,9364
14085,9.6,pg,own_vehicle,mess,6,2,5,18.5,2,28,10310
21827,1.9,rented,own_vehicle,mixed,10,35,6,6.8,3,29,15070
14277,0.4,rented,bicycle,mixed,7,13,4,12.9,4,22,10490
14313,26.7,home,bicycle,cafe,1,2,4,7.4,2,16,7652
20720,8.7,hostel,public,cafe,12,40,1,1.4,3,7,13289
12959,21.8,hostel,walk,cafe,4,40,4,7.7,1,24,9179
24330,28.3,home,public,mess,7,21,1,16.3,2,11,12767
12804,8.7,pg,own_vehicle,home,1,20,4,12.1,3,14,8468
6210,4.6,home,own_vehicle,mess,1,3,3,17.9,4,6,5445
17619,2.5,home,own_vehicle,cafe,9,31,5,9.0,4,22,12462
19041,22.0,home,bicycle,home,8,8,3,14.5,2,30,10777
19816,25.9,hostel,bicycle,mixed,7,2,5,4.0,3,29,11162
6891,18.1,home,walk,mess,5,36,2,1.8,2,3,5947
15172,9.3,rented,public,cafe,7,1,6,3.7,4,1,10630
12999,26.7,pg,bicycle,mixed,0,7,4,7.6,1,13,7387
18767,17.3,home,public,mixed,7,38,1,15.5,4,24,11873
17743,20.1,pg,public,mess,12,39,5,12.8,4,7,13372
15956,10.3,hostel,own_vehicle,cafe,10,5,6,4.1,1,18,11346
23647,23.9,rented,walk,mess,3,39,4,12.0,1,30,13043
21685,15.7,home,walk,mess,10,34,1,19.3,3,25,12949
9743,7.5,home,walk,cafe,6,37,0,10.3,1,10,7651
17320,5.6,hostel,public,mixed,4,5,0,19.6,2,9,9402
7719,5.6,hostel,bicycle,cafe,6,10,0,12.7,3,5,6774
3890,21.5,rented,own_vehicle,mess,5,9,3,18.0,3,12,7393
6963,1.7,pg,bicycle,mixed,8,32,3,19.0,3,1,8232
13431,14.1,home,walk,mixed,0,26,5,5.4,1,8,6994
21155,28.9,hostel,bicycle,home,4,36,3,9.5,2,25,11292
7665,11.3,pg,bicycle,mixed,8,28,0,1.0,4,30,8022
23340,8.8,pg,walk,mess,7,17,4,5.8,4,11,12401
23716,6.5,rented,walk,home,11,34,4,2.3,1,12,13853
7029,24.9,rented,own_vehicle,home,9,32,6,7.0,3,20,9867
11564,29.4,home,public,home,10,20,2,5.0,3,0,8840
7381,19.5,hostel,own_vehicle,mess,0,11,3,11.6,4,24,6289
15870,16.2,hostel,walk,mixed,10,7,2,19.5,4,26,11049
22703,10.9,pg,walk,mess,7,23,1,9.4,2,23,12247
3648,22.8,rented,bicycle,mess,9,40,2,16.4,2,7,8075
19181,29.0,hostel,public,mixed,11,38,1,1.1,4,3,12607
12088,17.2,home,bicycle,home,10,36,5,14.0,2,2,9527
22272,4.0,hostel,bicycle,cafe,9,14,4,14.8,3,6,12737
3757,29.8,rented,own_vehicle,mess,6,3,6,18.8,4,27,8200
16332,8.4,home,own_vehicle,cafe,8,2,5,5.3,3,29,10917
16764,16.1,rented,walk,mixed,3,21,0,17.7,1,23,10238
10393,29.3,home,walk,home,3,10,2,6.9,1,0,5903
18727,13.1,hostel,public,cafe,3,6,3,5.5,3,26,10046
4783,24.7,pg,walk,mixed,12,6,5,9.5,1,2,7765
4988,27.5,home,public,mess,12,8,0,18.5,4,1,7586
12878,18.4,home,walk,mess,10,3,4,2.0,4,12,8768
6140,18.6,home,bicycle,mess,7,24,3,16.1,1,10,6633
24329,28.1,hostel,own_vehicle,cafe,9,12,0,3.0,1,18,13725
9344,27.2,pg,public,cafe,6,30,5,12.8,2,7,9300
7511,24.0,hostel,bicycle,cafe,9,27,4,19.2,3,9,8964
22125,26.6,pg,bicycle,mixed,4,38,2,6.5,1,16,12040
